OBJECTID,Inventory_,Species,DBH,Condition,TreeHeight,CrownWidth,CrownWid_1,CollectedB,Notes,CrownBaseH,GlobalID,StaffRevie,created_us,created_da,last_edite,last_edi_1,UserID,Structural,Carbon_Sto,Carbon_S_1,Carbon_Seq,Carbon_S_2,Stormwater,Stormwat_1,Pollution_,Pollutio_1,Total_Annu,Family,Genus,Common_nam,Genus_spec,Functional,Size,Native,Edible,Nuisance,Origin,Species_fa,Date_Inven,Site_Type,Site_Width,Wires,Site_devel,Site_Size,Address,Neighborho,Collected_,Planted_By,Plant_Date,Scientific,Common,Species_De,layer,path,treeID,crownArea,ndvi_count,ndvi_mean,ndvi_media,ndvi_stdev,ndvi_min,ndvi_max,ndvi_range,ndvi_varia
"177880",,PSME,32.299999999999997,Fair,,,,,<Null>,,,,,,,,,,,,,,,,,,,Pinaceae,Pseudotsuga,,,CE,L,,no,,,,2016/07/25,NCNS,,Other,Unimproved,Large,8347 NE HANCOCK ST,MADISON SOUTH,staff,,,Pseudotsuga menziesii,Douglas-fir,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"282",1233.000000000000000,12.000000000000000,0.380567396680514,0.393984138965607,0.040472960120921,0.266649425029755,0.413149744272232,0.146500319242477,0.001638060500950
"176328",,ACPL,8.800000000000002,Poor,,,,,,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,M,,no,,,,2016/07/21,strip,2.500000000000000,Other,Improved,Small,6211-6215 NE CLACKAMAS ST,ROSE CITY PARK,staff,,,Acer platanoides,"maple, Norway",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"285",9.000000000000000,0.092848283312580,0.231043857784066,0.216018065810204,0.027679874076646,0.192771539092064,0.239264592528343,0.046493053436279,0.000766175428899
"176407",,ACMA,18.000000000000000,Fair,,,,,Estimate DBH,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,L,,no,,,,2016/07/21,NCNS,,None,Unimproved,Large,5126 NE WISTARIA DR,ROSE CITY PARK,staff,,,Acer macrophyllum,"maple, bigleaf",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"290",1611.000000000000000,16.000000000000000,0.571003986522555,0.571798294782639,0.041523888993970,0.492396622896194,0.631667375564575,0.139270752668381,0.001724233357184
"177867",,ACPL,17.899999999999999,Fair,,,,,Estimate,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,M,,no,,,,2016/07/25,CNS,,None,Unimproved,Large,6433 NE TILLAMOOK ST,MADISON SOUTH,staff,,,Acer platanoides,"maple, Norway",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"293",594.000000000000000,8.000000000000000,0.497740793973207,0.509760975837708,0.034552447271792,0.433234274387360,0.540599644184113,0.107365369796753,0.001193871612470
"178073",,ACPL,17.699999999999999,Fair,,,,,Estimate,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,M,,no,,,,2016/07/25,CNS,,None,Unimproved,Large,6433 NE TILLAMOOK ST,MADISON SOUTH,staff,,,Acer platanoides,"maple, Norway",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"298",1611.000000000000000,14.000000000000000,0.520633131265640,0.535699486732483,0.064843963850274,0.388335764408112,0.600541055202484,0.212205290794373,0.004204739647816
"179581",,THPL,31.899999999999999,Fair,,,,,<Null>,,,,,,,,,,,,,,,,,,,Cupressaceae,Thuja,,,CE,L,,no,,,,2016/07/26,strip,7.600000000000000,None,Improved,Large,5133 SE 38TH AVE,REED,staff,,,Thuja plicata,Western redcedar,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"300",882.000000000000000,9.000000000000000,0.417778707212872,0.420567214488983,0.046833074187856,0.337236911058426,0.477364569902420,0.140127658843994,0.002193336837885
"185240",,PSME,18.699999999999999,Fair,,,,,<Null>,,,,,,,,,,,,,,,,,,,Pinaceae,Pseudotsuga,,,CE,L,,no,,,,2016/08/04,median,21.000000000000000,None,Improved,Large,16120 NE SAN RAFAEL ST,WILKES,staff,,,Pseudotsuga menziesii,Douglas-fir,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"304",153.000000000000000,1.578420816331879,0.361891157831630,0.353109285235405,0.022456020113854,0.322025626897812,0.375314712524414,0.053289085626602,0.000504272839354
"185605",,THPL,6.900000000000000,Fair,,,,,<Null>,,,,,,,,,,,,,,,,,,,Cupressaceae,Thuja,,,CE,L,,no,,,,2016/08/04,strip,11.000000000000000,None,Improved,Large,,WILKES,staff,,,Thuja plicata,Western redcedar,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"322",63.000000000000000,0.649937983202474,0.472059800406199,0.474176377058029,0.011125032837435,0.468977153301239,0.493521809577942,0.024544656276703,0.000123766355634
"185872",,THPL,29.699999999999999,Fair,,,,,<Null>,,,,,,,,,,,,,,,,,,,Cupressaceae,Thuja,,,CE,L,,no,,,,2016/08/04,strip,11.000000000000000,None,Improved,Large,,WILKES,staff,,,Thuja plicata,Western redcedar,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"326",1188.000000000000000,11.000000000000000,0.434500770135359,0.436210513114929,0.025931305972044,0.390361964702606,0.468977153301239,0.078615188598633,0.000672432629416
"186143",,THPL,17.800000000000001,Fair,,,,,<Null>,,,,,,,,,,,,,,,,,,,Cupressaceae,Thuja,,,CE,L,,no,,,,2016/08/04,strip,14.000000000000000,None,Improved,Large,,WILKES,staff,,,Thuja plicata,Western redcedar,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"333",864.000000000000000,10.000000000000000,0.466281521320343,0.471527680754662,0.021193378215093,0.429048538208008,0.492208361625671,0.063159823417664,0.000449159280168
"185823",,PSME,26.500000000000000,Fair,,,,,,,,,,,,,,,,,,,,,,,,Pinaceae,Pseudotsuga,,,CE,L,,no,,,,2016/08/04,CNS,,None,Unimproved,Large,NE HALSEY ST,WILKES,staff,,,Pseudotsuga menziesii,Douglas-fir,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"338",747.000000000000000,6.000000000000000,0.379327252507210,0.385068610310555,0.039641790910777,0.305211037397385,0.440659016370773,0.135447978973389,0.001571471586614
"183076",,ACPL,15.600000000000000,Fair,,,,,,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,M,,no,,,,2016/07/29,cutout,3.000000000000000,High voltage,Improved,Small,3120 NE 82ND AVE,MADISON SOUTH,staff,,,Acer platanoides,"maple, Norway",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"340",675.000000000000000,7.000000000000000,0.348680385521480,0.344108104705811,0.041343432926225,0.299263894557953,0.410786598920822,0.111522704362869,0.001709279446125
"183430",,ACPL,21.399999999999999,Fair,,,,,,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,M,,no,,,,2016/08/01,CNS,,None,Unimproved,Large,3640 NE 90TH AVE,MADISON SOUTH,staff,,,Acer platanoides,"maple, Norway",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"341",1323.000000000000000,14.000000000000000,0.480575159192085,0.499392032623291,0.046205227578418,0.380993694067001,0.538053750991821,0.157060056924820,0.002134923055573
"185311",,THPL,16.600000000000001,Fair,,,,,DBH estimate,,,,,,,,,,,,,,,,,,,Cupressaceae,Thuja,,,CE,L,,no,,,,2016/08/04,NCNS,,High voltage,Unimproved,Medium,16106 NE ROSE PKWY,WILKES,staff,,,Thuja plicata,Western redcedar,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"343",2574.000000000000000,26.000000000000000,0.517305223987653,0.522165715694427,0.042695564576619,0.434574425220490,0.573459208011627,0.138884782791138,0.001822911234516
"185724",,THPL,25.000000000000000,Fair,,,,,Est,,,,,,,,,,,,,,,,,,,Cupressaceae,Thuja,,,CE,L,,no,,,,2016/08/04,median,35.000000000000000,None,Improved,Large,16329 NE FARGO ST,WILKES,staff,,2016/08/04,Thuja plicata,Western redcedar,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"352",243.000000000000000,3.000000000000000,0.513491292794546,0.504801750183105,0.016621866477491,0.498920500278473,0.536751627922058,0.037831127643585,0.000276286445196
"184710",,ACPL,11.199999999999999,Fair,,,,,<Null>,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,M,,no,,,,2016/08/03,strip,9.600000000000000,None,Improved,Large,1914 NE 53RD AVE,ROSE CITY PARK,staff,,,Acer platanoides,"maple, Norway",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"360",396.000000000000000,5.000000000000000,0.497689557075500,0.485073804855347,0.034332983724268,0.457847446203232,0.547024071216583,0.089176625013351,0.001178753771411
"185362",,ACMA,20.000000000000000,Fair,,,,,Est,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,L,,no,,,,2016/08/04,median,9.000000000000000,None,Improved,Large,16424 NE FARGO CIR,WILKES,staff,,,Acer macrophyllum,"maple, bigleaf",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"366",756.000000000000000,8.000000000000000,0.577851288020611,0.582562774419785,0.030243168528070,0.530205786228180,0.610992431640625,0.080786645412445,0.000914649242617
"184966",,ACPL,29.199999999999999,Poor,,,,,<Null>,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,M,,no,,,,2016/08/03,strip,9.000000000000000,High voltage,Improved,Medium,2704 NE 38TH AVE,GRANT PARK,staff,,2016/08/03,Acer platanoides,"maple, Norway",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"374",441.000000000000000,4.000000000000000,0.606721833348274,0.612747728824615,0.025828595857082,0.567145884037018,0.634245991706848,0.067100107669830,0.000667116363948
"186236",,ACMA,13.300000000000001,Fair,,,,,,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,L,,no,,,,2016/08/04,curbtight,,None,Improved,Large,2749 NE 155TH AVE,WILKES,staff,,,Acer macrophyllum,"maple, bigleaf",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"380",540.000000000000000,6.000000000000000,0.436444575587908,0.441407412290573,0.033768724057523,0.374439656734467,0.472076922655106,0.097637265920639,0.001140326724473
"186896",,ACPL,30.399999999999999,Poor,,,,,,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,M,,no,,,,2016/08/05,strip,9.500000000000000,High voltage,Improved,Medium,2236 NE 43RD AVE,HOLLYWOOD,staff,,,Acer platanoides,"maple, Norway",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"388",846.000000000000000,8.000000000000000,0.527070667594671,0.537061214447021,0.029175464229831,0.469648033380508,0.563806593418121,0.094158560037613,0.000851207713026
"190241",,THPL,30.000000000000000,Good,,,,,,,,,,,,,,,,,,,,,,,,Cupressaceae,Thuja,,,CE,L,,no,,,,2016/07/13,NCNS,,None,Unimproved,Large,3505 NE SHAVER ST,BEAUMONT-WILSHIRE,volunteer,,,Thuja plicata,Western redcedar,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"398",1152.000000000000000,13.000000000000000,0.564908229387723,0.561954438686371,0.030400507132959,0.518893063068390,0.613678872585297,0.094785809516907,0.000924190833941
"190209",,ACPL,10.900000000000000,Fair,,,,,,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,M,,no,,,,2016/07/23,strip,4.500000000000000,None,Improved,Medium,3911 NE 36TH AVE,BEAUMONT-WILSHIRE,volunteer,,,Acer platanoides,"maple, Norway",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"406",387.000000000000000,3.000000000000000,0.518173257509867,0.514623105525970,0.014143971321267,0.502900600433350,0.536996066570282,0.034095466136932,0.000200051924737
"194209",,THPL,33.100000000000001,Good,,,,,,,,,,,,,,,,,,,,,,,,Cupressaceae,Thuja,,,CE,L,,no,,,,2016/07/27,strip,10.000000000000000,None,Improved,Large,2326 NE 41ST AVE,GRANT PARK,volunteer,,,Thuja plicata,Western redcedar,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"408",1494.000000000000000,17.000000000000000,0.525770104983274,0.537764847278595,0.027258659550019,0.469378978013992,0.555731296539307,0.086352318525314,0.000743034520464
"192882",,ACPL,28.699999999999999,Fair,,,,,,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,M,,no,,,,2016/08/16,strip,4.100000000000000,None,Improved,Medium,2833 SE FRANCIS ST,CRESTON-KENILWORTH,staff,,,Acer platanoides,"maple, Norway",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"415",1377.000000000000000,15.000000000000000,0.563607182105382,0.582776784896851,0.055005973090495,0.428767949342728,0.628213465213776,0.199445515871048,0.003025657075632
"195053",,PSME,40.200000000000003,Good,,,,,,,,,,,,,,,,,,,,,,,,Pinaceae,Pseudotsuga,,,CE,L,,no,,,,2016/08/18,NCNS,,Other,Unimproved,Large,2104 NE 59TH AVE,ROSE CITY PARK,volunteer,,,Pseudotsuga menziesii,Douglas-fir,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"420",1665.000000000000000,16.000000000000000,0.435452524572611,0.453955143690109,0.067867314135603,0.302002906799316,0.539008438587189,0.237005531787872,0.004605972327981
"191468",,ACPL,9.500000000000000,Fair,,,,,,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,M,,no,,,,2016/07/30,strip,7.700000000000000,Other,Improved,Large,4306 NE 32ND AVE,ALAMEDA,volunteer,,,Acer platanoides,"maple, Norway",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"427",369.000000000000000,3.000000000000000,0.483155796925227,0.500902712345123,0.029941513993296,0.440987795591354,0.507576882839203,0.066589087247849,0.000896494260211
"198081",,THPL,23.899999999999999,Fair,,,,,,,,,,,,,,,,,,,,,,,,Cupressaceae,Thuja,,,CE,L,,no,,,,2016/08/24,strip,9.500000000000000,Other,Improved,Large,3024 NE 63RD AVE,ROSE CITY PARK,staff,,,Thuja plicata,Western redcedar,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"437",342.000000000000000,4.000000000000000,0.296904131770134,0.294250443577766,0.015144107625436,0.280817925930023,0.318297713994980,0.037479788064957,0.000229343995771
"197851",,ACPL,18.100000000000001,Fair,,,,,<Null>,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,M,,no,,,,2016/08/24,strip,9.500000000000000,Other,Improved,Large,3236 NE 59TH AVE,ROSE CITY PARK,staff,,,Acer platanoides,"maple, Norway",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"441",612.000000000000000,6.000000000000000,0.456641112764676,0.456225737929344,0.027048711879360,0.417979300022125,0.490776717662811,0.072797417640686,0.000731632814333
"198509",,ACMA,7.300000000000000,Fair,,,,,,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,L,,no,,,,2016/07/16,strip,8.600000000000000,None,Improved,Large,2804 NE CESAR E CHAVEZ BLVD,GRANT PARK,volunteer,,,Acer macrophyllum,"maple, bigleaf",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"449",171.000000000000000,2.000000000000000,0.457212954759598,0.457212954759598,0.010624915361404,0.446588039398193,0.467837870121002,0.021249830722809,0.000112888826437
"198574",,ACPL,38.899999999999999,Poor,,,,,,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,M,,no,,,,2016/07/16,strip,8.800000000000002,None,Improved,Large,2644 NE 42ND AVE,GRANT PARK,volunteer,,,Acer platanoides,"maple, Norway",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"454",1989.000000000000000,21.000000000000000,0.478983894700096,0.482899218797684,0.058688005504945,0.358414113521576,0.546420812606812,0.188006699085236,0.003444281990148
"200092",,ACPL,16.300000000000001,Fair,,,,,,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,M,,no,,,,2016/08/25,strip,9.600000000000000,None,Improved,Large,5405 NE SACRAMENTO ST,ROSE CITY PARK,staff,,,Acer platanoides,"maple, Norway",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"460",3042.000000000000000,31.000000000000000,0.490360671474088,0.506967902183533,0.066461056224677,0.351031064987183,0.576969563961029,0.225938498973846,0.004417071994500
"208705",,ACPL,6.100000000000000,Fair,,,,,,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,M,,no,,,,2016/08/13,strip,9.500000000000000,High voltage,Improved,Medium,3502 NE HANCOCK ST,GRANT PARK,volunteer,,,Acer platanoides,"maple, Norway",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"468",36.000000000000000,0.371393133250321,0.426198360088277,0.431155711412430,0.010866939144836,0.421485394239426,0.440826028585434,0.019340634346008,0.000118090366378
"213082",,THPL,13.600000000000000,Fair,,,,,<Null>,,,,,,,,,,,,,,,,,,,Cupressaceae,Thuja,,,CE,L,,no,,,,2016/09/14,curbtight,,High voltage,Improved,Medium,6509 SE DUNBAR DR,PLEASANT VALLEY,staff,,,Thuja plicata,Western redcedar,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"471",126.000000000000000,2.000000000000000,0.510260909795761,0.510260909795761,0.026532202959061,0.483728706836700,0.536793112754822,0.053064405918121,0.000703957793861
"213279",,THPL,12.100000000000000,Fair,,,,,<Null>,,,,,,,,,,,,,,,,,,,Cupressaceae,Thuja,,,CE,L,,no,,,,2016/09/14,curbtight,,High voltage,Improved,Medium,6509 SE DUNBAR DR,PLEASANT VALLEY,staff,,,Thuja plicata,Western redcedar,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"474",108.000000000000000,1.114179399765375,0.502310478702954,0.499322891235352,0.028855933257878,0.453381031751633,0.532609462738037,0.079228430986404,0.000832664884183
"212732",,THPL,12.699999999999999,Poor,,,,,,,,,,,,,,,,,,,,,,,,Cupressaceae,Thuja,,,CE,L,,no,,,,2016/09/13,curbtight,,High voltage,Improved,Medium,3601 NE 162ND AVE,WILKES,staff,,,Thuja plicata,Western redcedar,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"480",54.000000000000000,0.557089699879085,0.305616481801816,0.301956981420517,0.019357251011207,0.294369965791702,0.341780751943588,0.047410786151886,0.000374703166711
"217977",,THPL,10.000000000000000,Fair,,,,,Estimated dbh,,,,,,,,,,,,,,,,,,,Cupressaceae,Thuja,,,CE,L,,no,,,,2016/09/23,NCNS,,None,Unimproved,Large,8235 SE 45TH AVE,ARDENWALD-JOHNSON CREEK,staff,,,Thuja plicata,Western redcedar,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"499",36.000000000000000,0.371393133250321,0.359794467687607,0.359794467687607,0.000000000000000,0.359794467687607,0.359794467687607,0.000000000000000,0.000000000000000
"218019",,THPL,9.000000000000000,Fair,,,,,Estimated dbh,,,,,,,,,,,,,,,,,,,Cupressaceae,Thuja,,,CE,L,,no,,,,2016/09/23,NCNS,,None,Unimproved,Large,8235 SE 45TH AVE,ARDENWALD-JOHNSON CREEK,staff,,,Thuja plicata,Western redcedar,,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"501",216.000000000000000,2.000000000000000,0.305658251047134,0.305658251047134,0.043708115816116,0.261950135231018,0.349366366863251,0.087416231632233,0.001910399388195
"218364",,ACMA,21.100000000000001,Poor,,,,,<Null>,,,,,,,,,,,,,,,,,,,Sapindaceae,Acer,,,BD,L,,no,,,,2016/09/27,NCNS,,None,Unimproved,Large,2835 SE HARNEY ST,ARDENWALD-JOHNSON CREEK,staff,,,Acer macrophyllum,"maple, bigleaf",,Street_Trees,/Users/zolli/Desktop/thesis stuff/thesis qgis files/Street_Trees-2/Street_Trees.shp,"510",8622.000000000000000,88.000000000000000,0.575360172512856,0.585362493991852,0.067425476620704,0.438727080821991,0.692859351634979,0.254132270812988,0.004546194897529
